SentenceID,HedgeWord,Sentence,Final,Agreement
4537,fair,"Taxes can be entirely fair by assessing the same user fee to everybody who uses a service or product or government program.",0.0,1.0
20707,much,"Of course Bill Kristol thinks that it's much to do about nothing.",1.0,1.0
13286,some,"Time to get some humility and eat some humble pie",0.0,0.6
9413,know,"I dont know what more I can add.",1.0,1.0
11369,possible,"Is that possible for you",0.0,1.0
1743,possible,"I think you've made a pretty good point there as it is possible for homosexuals to pass on common genes in other people.",0.0,0.8
23528,most,"While it may not be pc press I'm sure most sensible people can tell the difference between the scroungers and people making the effort to get back into work.",1.0,1.0
3236,know,"But then later he said I don't know where bin Laden is.",1.0,0.8
3389,know,"We'll never know",1.0,1.0
12076,read,"Please excuse me if I have read it incorrectly.",0.0,0.8
31470,could,"We could conclude that it was the most beneficial to reduce the levels paid by the lower income levels",1.0,0.6
16281,know,"I don't know if he is physically abusive",1.0,0.8
12806,some,"You should never leave the batteries discharged for more than a day or two or they will lose some of their amp-hour capacity.",1.0,0.8
21121,find,"You will find you are treated with great respect with that typoe of approach.",1.0,1.0
22744,some,"And Obama was SO BUSY working for us...that I think we lost some of that sense of speaking directly to the American people about what their core values areOH MY GOSH THATS IT!!!!",1.0,0.6
34,might,"Yet there are other steps that could be taken -- and that don't necessarily need to factor in Mr. Thaksin directly -- that also might pave the way for meaningful reconciliation.",1.0,0.6
14151,someone,"Very difficult to influence a 15 year old who is not living with you and who is living with someone with different views.",0.0,0.6
8728,much,"I pay every bit as much attention to your half-assed declarations of reality as I do to your piece-of-shit sources.",1.0,0.6
27085,some,"Reduce min wage and we can see some job growth.",1.0,0.6
8414,find,"Drinking is a common practice with the upper class society and personally I find it quite upsetting",1.0,1.0
29027,might,"Therefor McCain might be considered lazy.",1.0,1.0
20580,fair,"You might not think it's fair or smart",0.0,0.6
11170,could,"I think many economist may be surprised at the amount of growth we will see by year's end (2012)....or the world could come to an end.",1.0,1.0
10727,some,"but I agree lets hear about some other news as well.",0.0,0.8
14563,really,"Another friend I met seemed really one of the most genuine",1.0,1.0
8560,find,"I'm seeing a lesser of two evils here and I didn't even find her joke to be funny.",1.0,1.0
32153,much,"Its hard to conceive that one small nation can be the focus of so much hatred.",1.0,0.6
5288,some,"You probably think most all human suffering is just some big joke - all of it",0.0,0.6
27430,much,"I don't really remember much of this bit",1.0,0.6
13666,some,"This is part of their paybackBut it remains against the teachings of some religions.",1.0,0.6
13795,could,"It could be just you.",1.0,1.0
28457,sort of,"The case before the court would not allow that sort of finding from the facts",0.0,1.0
24929,most,"Because like most reactionaries they lack much creative imagination.",1.0,1.0
14421,some,"I have a friend who openly admits to opening (and re-wrapping  ) some of her child's presents from people she doesn't know well",0.0,0.6
31376,some,"This will also help your payback time in some locations.",0.0,0.8
24634,I mean,"I mean I drop my 't's and say 'like' far too much now",1.0,1.0
25163,someone,"There will always be someone worse off than yourself so that's a rather silly stance to take if you ask me (and yes",1.0,0.6
15333,basic,"More basic info:Settlement negotiators will pick an administrator within the next 30-60 days to handle the logistics.",0.0,0.6
13278,could,"the same could be said of any religion.",1.0,0.6
30824,read,"You mean you haven't read 'Dreams From My FatherSHAME upon you...he wrote it.",0.0,1.0
18386,feel,"That shit made me feel creepy as fuck.",0.0,1.0
13263,really,"Sorry to moan but I really feel down now and dont know what to do or say.",0.0,0.6
18284,really,"I really can't hold your hand through every post here.",1.0,1.0
29357,find,"Plus state to state laws differ greatly and I find all sorts of possible dangers that allow criminals to acquire guns too easily.",1.0,0.6
7358,understand,"You fucking dolts don't even understand how the pill works.",0.0,1.0
32151,know,"We know for a fact that at some point the scenario you have outlined will occur.",1.0,0.8
20500,some,"It's some fun entertainment.",0.0,1.0
11698,really,"Giving someone some old unwanted can of creamed corn rusting in the back of the pantry hardly competes with really giving someone a chance.",1.0,1.0
28209,most,"In answer to flushd - I don't have a concrete solution (if I did I would run for office) - just it doesn't appear (in most cases) that minimum wage will actually help people it is supposed to help.",1.0,1.0
11424,some,"Like some of these attacks from the following link.",0.0,0.6
12197,much,"And yet since he (Paterno) was so old and society had changed so much",1.0,0.6
5324,find,"I find it doubtful",1.0,1.0
4062,someone,"Mine was a response to something someone had said that was inaccurate.",0.0,0.8
12456,some,"That would be a setback for nuke disarmament which some think is never going to happen",1.0,0.6
19805,some,"I think EMA is mis-managed in some cases though.",1.0,0.8
2516,find,"If he can't find work",0.0,0.8
22012,know,"You know why SteffyWeffie...because Bush CHOSE to squander it.",1.0,0.6
11447,sort of,"Whether they be innocent or guilty of any sort of crime.",0.0,1.0
31672,could,"But the unconditional surrender we had demanded came only when they saw clearly that we could completely destroy them.",0.0,0.8
27488,some,"I have read so many threads since the early 2000s by so many individuals who are just so absolutely sure that this is the either (1) the end of the world through fire and brimstone or (2) some sort of new age ascendancy via aliens/vibrations/whatever.",0.0,0.8
21369,could,"I'm not going to make the effort though and so our discussion could end here.",1.0,0.6
4007,much,"Voting for a man with so much muslm blood on his hands",1.0,0.6
15854,much,"It's somethign I worried about very much when they started this campaign to sideline the only Palestinian who could have signed an agreement with Palestinian support.",0.0,0.6
14622,fair,"I have been on holiday to Pakistan a fair amount of times",1.0,1.0
25750,sometimes,"Ohh did we ever have a hard time doing THAT sometimes lol.",1.0,1.0
23305,find,"To know a person's religion we need not listen to his profession of faith but must find his brand of intolerance.",0.0,0.6
21168,could,"How he could think it would be OK to stress these people out and then put them in a hot steamy area",1.0,0.6
8327,feel,"It must be awful to feel that way and I truly feel sorry for you.",0.0,0.6
30159,much,"That $5 administrative cost is a much lower percentage of Freds monthly charges than it is of Janes",0.0,0.8
23825,some,"Eneeeway... some people do object to both Gingrich and Clinton.",1.0,0.8
20346,could,"My longer post earlier today was an attempt to explain why medical ethics could have been adhered to at the time the Propofol was administered.",1.0,0.8
23352,most,"Different companies use different fillers and I think that Lexan has more glass in it than most other brands.",1.0,0.8
30473,might,"There might be one way to test that theory",1.0,1.0
31217,some,"Let's piss off some more folks!",1.0,0.6
220,find,"The coroner would subsequently find that Jackson",0.0,0.6
21359,some,"I believe some of us have seen you...................... from the back",1.0,0.6
2514,might,"What he might not be able to find is work he wants to do",1.0,0.6
22891,feel,"It still doesn't feel real.",0.0,1.0
27785,could,"You could so easily become sucked far too deeply into it all and I suggest that at this time",1.0,0.8
9658,most,"That was one of the most pointless replies I've ever seen.",0.0,0.8
7183,understand,"More hereI'm always amazed at how little some dudes understand the fairer sex.",0.0,0.8
10315,might,"I know this might be hard for you to grasp",1.0,1.0
1059,most,"As if it wasn't bad enough that Bush pretty much back door drafted most of them into Iraq",0.0,0.6
12368,know,"I know it might sound incredible to many",1.0,0.8
3645,could,"Though I knew a guy who joined the Air Force so he could join their rescue team",0.0,0.8
24124,some,"I'm not saying that some Dem's aren't insane either",0.0,0.6
25274,some,"There are some quite excellent premium athletic shoes for half the price.",0.0,0.6
19203,most,"That's where most jobs originate unless your flipping burgers.",1.0,0.8
25866,most,"The poor in this country enjoy a lifestyle envied by even middle class people in most of the world.",1.0,0.8
3838,could,"The greatest Civil Rights/Peace move that could be made today is the defeat of the Bush administration and the returning of America to the people.",1.0,0.6
10749,some,"So here's the story:It's a big mess and needs some big cleanup.",1.0,0.6
8755,kind of,"I must say convincing me that our incivility to each other played any kind of a part in this will take a miracle.",0.0,0.8
22743,really,"Oh Massachusettes really showed President Bush!",1.0,0.6
13246,really,"I really just dont know what to do or think anymore.",1.0,1.0
20474,feel,"I feel that my democracy (warts and all) is better but lets say look at something that I consider very important in my society i.e.",1.0,0.8
29998,believe,"I believe Beck doesn't understand the way Newt thinks.",1.0,0.6
11404,much,"That much seems obvious",0.0,0.6
12379,read,"So for anyone who reads how wonderful life would be earning over 45K",0.0,0.6
16287,much,"I am sure this situation is much more common than talked about",0.0,0.6
6018,know,"He's gone in 2013 and he knows it.",1.0,1.0
14435,some,"but am aware some parents do.",0.0,0.8
2891,much,"As Health consumers we can pay now by investing in the future or pay much more at a later date to other countries for the use of their technologies.",0.0,0.6
2661,someone,"And funny that WJ would accuse someone of being what he so proudly is.... Christoper Donovan: Hate-Fueled Black Mass Murderer in Connecticut Spun as Disgruntled Man by Media The Occidental Observer BlogYet the majority of the MSM totally underplayed the racial angle",0.0,0.6
3495,much,"(And 46% for much of the time before that)",1.0,0.8
24025,understand,"The Arab League did not understand that a no fly zone can have different meanings if worded appropriately.",0.0,0.8
11431,most,"Just because obama does it do not think that of most Americans.",1.0,0.6
13878,really,"They used their own creativeness and marketing strategy of not really selling to consumers directly",1.0,1.0
7095,some,"You probably think most all human suffering is just some big joke - all of it",0.0,0.6
10368,someone,"When someone planted a bomb at an MLKing march a few years ago",1.0,0.6
28543,most,"But that is because I know first hand that most of us Americans have more in common (freedom",1.0,0.8
12814,could,"Sub zero weather could damage the batteries if near discharged.",1.0,0.8
25402,feel,"When I'm walking around especially on my own I feel intimidated and worried I might get attacked again.",0.0,1.0
9096,feel,"Like I said that letter would have had zero effect on my home life except to make me feel like crap.",0.0,0.6
25123,know,"I don't know and don't care what else is on the site.",0.0,0.6
31170,could,"I could support the child (Other wise i wouldnt be trying for my own!)",0.0,0.6
27700,feel,"Teaching the girls how to do manicures and pedicures allows them to look and feel good about themselves",0.0,1.0
30511,possible,"It's possible that not many will wish to wade into this discussion under my request for a full and careful reading.",0.0,0.6
14593,feel,"I feel myself distancing from them a little bit",0.0,1.0
19060,know,"Attachment 17189We already know that you are retarded.",1.0,0.6
12860,much,"It's similar when women commit crimes; if a man was guilty of the same crime he would rarely recieve as much media coverage.",0.0,0.6
22500,a little,"am gonna to get a little toy or something for DS from the baby.",0.0,0.8
7365,most,"What I find amusing is that the economic system that Republicans support (which is most of us slaving away at thankless jobs so a few rich douchebags like Romney and Limbaugh can have polo ponies and mansions) actually requires contraception.",1.0,0.8
28883,could,"If we could learn to understand each other better",0.0,0.8
30201,some,"Like some of these attacks from the following link.",0.0,1.0
9703,might,"Something that I might add has NEVER HAPPENED before in the history of this country and they damn well could have done since they controlled BOTH HOUSES of Congress for the first 2 years Obama has been in office.",1.0,0.6
6436,fair,"A candidates sexual adventures have always been fair gameBWAHAHAHAA!",0.0,0.8
21941,feel,"Some boys would punch me as hard as they could in my back because they thought I couldn't feel it.",0.0,1.0
544,a little,"Maybe someone who knows a little about economics can tell me why .",1.0,1.0
6647,feel,"I don't know what a 94 year old body or brain feels like",0.0,1.0
3354,really,"But I'm sorry to say I don't really take the NDP seriously.",1.0,0.8
13762,really,"You really need to stop talking to yourself.",1.0,0.8
12920,know,"OrHe could answer it the same and risk loosing the middle more moderate Indies and GOP...Another one who decided to deabte something he knows nothing about.",0.0,0.8
21164,might,"Now it looks like he might have to pay for that.",1.0,0.8
12920,could,"OrHe could answer it the same and risk loosing the middle more moderate Indies and GOP...Another one who decided to deabte something he knows nothing about.",1.0,1.0
11577,someone,"But i don't get why we should hate someone",1.0,0.6
3853,some,"For some strange reason I can never be what I ought to be until you are what you ought to be.",1.0,0.6
30332,might,"You might get picked for a few **** jobs just because the boss is screwing your attractive colleague",1.0,1.0
18463,much,"But not so much",1.0,0.6
5966,some,"Perhaps some kind of councelling so you can they can both talk openly in a calm ish way.",0.0,0.8
13788,some,"Try getting to know some Christians.",0.0,0.6
18774,read,"No page number and I have not read it in a while",0.0,1.0
11797,some,"I have some disagreements with the church.",1.0,0.8
6835,know,"You know you are going to get shot at when you join.",1.0,0.6
8409,fair,"I have been on holiday to Pakistan a fair amount of times",1.0,0.8
15180,really,"Too many to list really but we start with restructure of government.",1.0,1.0
4002,believe,"Then I believe he will be the first setting American to read the riot act to Israel and it's fascist government.",1.0,1.0
19410,sort of,"This is sort of like having to grow your own flower and grind it before making a pizza when you have flour in the pantry already.",1.0,0.8
21402,really,"This is a really easy rule.",0.0,1.0
1860,someone,"It's disturbing that someone like Glenn Beck can so brainwash so many people.",0.0,0.8
11021,most,"Switzerland is an exception - in most countries where guns are legalised",0.0,0.6
18557,could,"This foreign aid could be used for such greater use at home",1.0,0.6
9646,much,"Both Reagan and Bush II perjured themselves in much bigger ways..people got killed.",0.0,0.8
6159,know,"Though scientists know with a great degree of certainty that atmospheric CO2 levels drive climate change",1.0,0.8
20668,understand,"http://www.science27.com/english/Measurement/Space.jpgTo easy understand the buildings own gravity",0.0,0.8
5773,sometimes,"I sometimes wonder.",0.0,1.0
21359,believe,"I believe some of us have seen you...................... from the back",1.0,1.0
15243,much,"Either way makes as much sense as the other.",1.0,0.6
25313,know,"Please feel free to let them know how you feel",1.0,0.6
10592,someone,"I am sure there will be someone on here that won't like that idea",1.0,0.6
20163,could,"Evidence was presented indicating that such a level of purity could not occur by accidental means.",0.0,0.6
29183,really,"I really do.",1.0,0.6
30910,could,"People go to war for many things but a surely a level of peace could be attained if one day people would stop fighting over religious differences.",1.0,0.6
16522,some,"I'll keep tuned for next week's :)I've always felt that astrology could have some small truth",1.0,0.8
25745,know,"But the best intel program I know of is Israeli Intelligence.",0.0,1.0
30487,most,"Oil being the most versitile of the lot is the most coveted.",0.0,0.8
7254,really,"The school know he has this obviously and told the CDC he 'was fine' at school so the doc was really rude and said that I needed to do what the school was doing.",0.0,1.0
27462,find,"now your down to 3. you can't even find your ass with both hands.",0.0,0.8
10350,understand,"I knew something was up when my dad helped me understand what Secretary McNamara was telling Congress about the Gulf of Tonkin.",0.0,1.0
20964,understand,"It is truly laughable to watch you people trying to convince yourselves that you understand any of this when you obviously dont' understand even basic concepts like what constitutes an actual correllation.",0.0,1.0
847,believe,"I don't believe most Americans are that familiar with Jeb Bush and I don't see why a run for the Presidency is so far out of the question...Jeb Bush or Obama...",1.0,0.8
25198,know,"I do know it is liberal dems who oppose school vouchers for poor black and white parents to enjoy some of the advantages that rich people have.",1.0,0.6
20654,I mean,"I mean how logical was it 100 years ago that space deforms.",1.0,1.0
8666,feel,"Misogynist Lefties use the words twat and cunt as insults because they feel sexually inferior and are actually afraid of Real Women (and they have Mommy Issues).",0.0,1.0
17227,a little,"I just went on a little ride with some bad people.",1.0,0.6
8611,really,"Take a closer look at their signs and listen to what OWS is really saying.",1.0,1.0
12018,possible,"You can be as careful as possible",0.0,1.0
5252,know,"I know I'm just a mere human",0.0,0.6
13502,most,"Originally Posted by TimeDivided09You know most credit card companies hate people who pay their bills on time.",0.0,0.6
8964,know,"Don't accept the doctor saying don't know what the answers are... you have quite specific symptoms that sound all too familiar... so try and push them - have a list of questions to ask them and be strong",1.0,0.8
544,someone,"Maybe someone who knows a little about economics can tell me why .",1.0,0.6
10210,kind of,"I kind of freaked out and left.",1.0,1.0
1144,someone,"It is very easy for the police to track someone these days.",1.0,0.6
8009,believe,"Most Americans believe in God.",0.0,1.0
21655,much,"I'd say it's better to provide too much than not enough.",1.0,0.6
23988,really,"Obama's idea endorsed by BushThat really doesn't make it any better in my book.",1.0,1.0
25701,much,"It is not sure how much he can control the army.",1.0,0.8
11467,most,"This is probably the example that is most problematic for me so far and I should think about it more before I say something.",0.0,1.0
30502,believe,"This I believe is what our government was created to do",1.0,1.0
13834,believe,"...TC I too believe it will be drug related",1.0,0.8
10640,feel,"I do feel we should look after those who truly need it.",1.0,1.0
11784,kind of,"No country on earth relies on public charities to handle all their public welfareThe issue is not which kind of 'charity' is most efficient",0.0,1.0
26199,possible,"Here are some possible consequences:* The degree of enforcement by security forces of the emergency will determine Abhisit's largely untested leadership",0.0,0.8
7506,believe,"The reason he's smiling is because you and many others still believe his lie.",0.0,0.8
12072,some,"I can't but I know some people who are.",1.0,0.8
29099,imagine,"I can imagine you saying it in a posh accent as well.",0.0,1.0
22088,much,"For much of Earth's history",0.0,0.6
18731,know,"I don't know of any studies done so far about the positive or negative results.",0.0,0.6
31172,some,"I know this may split people and I may get some backlash from people who cant have kids or who have been trying for a while and I truly am sorry if this upsets anyone",0.0,0.6
4148,know,"I know that bothers you Socialists/Progressives",1.0,0.6
843,know,"He knows that America won't elect another Bush as President.",1.0,0.8
29962,someone,"That's pretty amazing for someone that prances around and calls other people stupid",0.0,0.6
21565,understand,"There is no reason children and teens can't understand such concepts.",0.0,0.6
16286,much,"You and Bella deserve a much better life than that!",0.0,0.6
29262,know,"I didn't know that.",0.0,0.8
20475,possible,"It is hard to argue with the empirical fact that the government in China over the last two decades has done more to enable and promote social mobility than has been possible under my preferred system over the same period.",0.0,0.8
25442,could,"But I'm sure if they could figure out a way they would try to tax what we put in our mouths when we put it in our mouths and then again when it comes out of our asses.",0.0,0.8
27682,much,"HiI know you want to do the best you can for this child but you need much more information.",1.0,0.6
25543,I mean,"I mean look at Barry and his pals.",1.0,1.0
12269,hear,"The most common phrase or word you'll hear used (mostly during campaigns) is elitism.",0.0,0.6
29598,could,"Only a few delegates could understand this stuff",0.0,0.8
19560,read,"Didn't read much",0.0,0.8
13263,feel,"Sorry to moan but I really feel down now and dont know what to do or say.",0.0,0.8
4108,find,"It may be the violin is no the instrument for him but he should be able to get many years of pleasure from music if he finds the opportunity/ encouragement.",0.0,1.0
27013,might,"There might be one way to test that theory",1.0,1.0
25727,believe,"Experts say they believe that the aims of the groups",0.0,0.6
6955,most,"as are most conservatives.",1.0,0.8
12941,could,"The moderators normally would not ask the question right off the bat(which King has done) but knife Newt through his opponents like in previous debates so that Newt could not answer directly.",0.0,1.0
9800,believe,"It also clearly states that Jews must come to Christ in the same way that Gentiles get saved--But we believe that through the grace of the Lord Jesus Christ we shall be saved",0.0,0.8
28490,could,"i dont think if I could have been born didfferently that Id want to.",0.0,0.6
30038,could,"When ever management tried to get me to side track into frivolous argument over issues of say contract language which could only be resolved before an arbitrator or an ALJ I would just say over and over silently to myself (with an attentive look on my face of course) SO WHAT.",0.0,0.8
30890,believe,"They dont really believe in the fundamental human equality of the people they claim to help.",0.0,1.0
16022,know,"I know of Mosuo who've made attempts at this",0.0,0.6
29272,could,"He could have delivered chunks at any time in the past 12 years.",1.0,0.6
20036,someone,"Tell her someone is being mean to you",0.0,0.8
13174,believe,"Even applying the 5% bias you usually attribute to Rasmussen (something I don't believe is supported by the resultant facts where they are available) the poll indicates a close enough race to deny your proposition by any reasonable standard.",1.0,1.0
22167,fair,"It is NOT fair to double tax.",0.0,1.0
32272,feel,"i didnt feel entitled to their money because im their child.",1.0,0.6
19351,could,"I wish I had the money so I could send it out to all my nutty friends.",0.0,0.6
9628,read,"In such circumstances I don't trust anything I see or read unless it is spontaneous physiognomic reaction.",1.0,0.6
10483,feel,"I'd sit my kids down (if I had any) and ask them if they know of someone being bullied and how they feel about it",1.0,0.6
2157,know,"We will let Microsoft know on your behalf.",0.0,0.8
7935,really,"He does have lots of really interesting ideas about the economy and the US's relations with the rest of the world that are worth listening to.",0.0,1.0
20712,some,"To some it about racial profiling.",1.0,0.6
24131,could,"i asked them at the time could they give me a lighter job but they said they didnt have any !",0.0,0.6
23610,could,"We could start with Barry declining public financing.",1.0,1.0
5899,know,"OrHe could answer it the same and risk loosing the middle more moderate Indies and GOP...Another one who decided to deabte something he knows nothing about.",0.0,0.8
12173,some,"It's not the money liberals hate.... it's the devious means in which some of the rich people obtain their wealth.",0.0,0.6
3335,read,"You can read background information on the SPP negotiations at: http://archive.ndp.ca/page/5614 and http://archive.ndp.ca/stopthespp.",0.0,0.6
25319,much,"Here's my message to Carbonite: Thank you very much for dropping that JERK limbaugh",1.0,0.6
3653,some,"(It sure includes some things this former airborne infantry grunt would not particularly care to attempt.).",1.0,0.8
20664,know,"To know which of these theories that is correct",0.0,0.6
19158,read,"Herbert Bayard SwopeFrom what I've read",1.0,0.8
18778,could,"It would be a boon to them and they could put more of their money into their business",0.0,1.0
13977,know,"I know I will never lose the fire to see racial justice done.",1.0,1.0
18551,believe,"Libs believe in that channeling shit...",1.0,0.8
11817,most,"The way he was talking about Gingrich it sounded like he was describing one of the most evil politicians ever to walk the face of the Earth.",0.0,1.0
27926,most,"I do all the cabinetry and plumbing and most of the electric.",0.0,0.6
25705,know,"I always refer to them as the junta Abhisit could certainly wag the dog and lord knows there is enough bad blood between the two nations given border disputes and the Karen refugees.",1.0,0.6
25769,find,"We decided (for some reason  ) to hide his boots and 'paint' his feet with anything we could find in the fridge.",0.0,0.8
19366,could,"- Scotland could build 2 High Schools or 16 wind turbines or 300 stream turbines or 256 two bedroom houses with a single day's Scottish Oil revenue",1.0,0.6
9457,know,"So one answer was a lie...so we know he",0.0,0.6
21658,imagine,"I would also imagine that writing that all down",1.0,0.8
13541,know,"But we do know what created them",0.0,1.0
8681,feel,"its about control and giving him the opportunity to twist the knife further will make the OP feel much worse.",0.0,1.0
28903,could,"I am also against drilling off the Florida coast as an oil spill could have a devastating effect on our economy.",1.0,0.8
3467,some,"And I hear Exxon posted some more record profits in 2008 and close to it in 2009.",0.0,1.0
31270,much,"Aside from the power to veto and the command of the military the president is not intended to have all that much actual power.",0.0,0.8
21167,really,"The decision he made was really quite ludicrous.",1.0,0.6
9458,know,"You seem content with the truth....you know....I didnt know of them....oh yeah...he was my mentor...so yes...I knew of them....but I never really paid attention...And you were just fine with that.",0.0,0.8
22963,most,"He definitely offers the most substance in his replies",0.0,1.0
31169,know,"OH say's he'll support me no matter what I decide but I know he would like a child of his own (DD is not his although he treats her as his) and to be fair",1.0,0.6
23422,most,"But for the most part I think it's good that Romney is taking the heat now... so there are no surprises later and because I think it will prepare him for the showdown with Obama.",0.0,0.6
7099,someone,"can someone point me to the finding that bp was found to be negligent in the drilling and opperating of the well and it was soley their actions that lead to this spill......seems they have been found guilty without any credible proof of negligence....",1.0,0.8
15766,know,"We know that what the Estonians can offer is small potatoes and everyone at FEMA is swamped",0.0,0.8
18380,most,"Arthur C. Brooks: Conservatives Have Answered Barack Obama's Call - WSJ.comConservatives are the most charitable group in the US.",0.0,1.0
21807,know,"I know how it feels to wake up at 5am in the morning feeling sick and feeling like you're trapped and there's no way out.",0.0,0.8
3445,really,"I'm really sorry to hear that man.",0.0,0.8
1138,find,"I don't find it unusual that this guy rented out his house.",1.0,1.0
28885,know,"I don't know how to go about seeking vengence on BP for desecration of the Gulf.",1.0,1.0
32115,general,"I'm happy to see capitalism in the market in general",1.0,1.0
6014,know,"Because he knows his fat ass is probalby done in the Gubenertorial election of 2013.",0.0,0.6
14362,and the rest,"You have no idea how many times I attempted to defuse the situation regarding you and the rest of the admin.",1.0,0.8
552,much,"The fact is we've borrowed and spent too much money.",1.0,0.6
29357,possible,"Plus state to state laws differ greatly and I find all sorts of possible dangers that allow criminals to acquire guns too easily.",0.0,1.0
12622,believe,"I do believe that abortion is a sin as I see it as murder",1.0,0.8
23529,could,"They could moveAnother area of concern is for those losing a job.",1.0,0.6
29622,some,"There will without doubt be some genetic and genital males who will be as good (and some even better) at raising children than some genetic and genital females will be.",1.0,0.533333333333
22700,much,"I dont know how much they cost to run",1.0,0.6
9648,somebody,"Most leftists buy into all the hate stuff put out there on somebody like Newt.",1.0,0.6
4266,I would say,"I would say if you cared to bone up on political ideology per se",1.0,1.0
11210,most,"I think most people are looking at this",0.0,0.6
591,know,"All the league tables are based on someone with a clipboard going around taking an annual report of everything at that university and also you don't know what university is better until you've actually been lectured there or had an experience as a student there.",1.0,0.6
6837,know,"Firefighters know they are going to run into burning buildings.",1.0,0.8
26806,know,"I know what my answer would be; you can't put a price on your freedom - look at the Syrians.",1.0,0.8
19143,most,"There are plenty out there but most of them are more trouble than they are worth.",0.0,0.6
31310,really,"That is really dumb thinking Sallow.",0.0,1.0
18496,could,"So shocked and disoriented by what was seen and reported that they could hardly get it together to plan their 81 football games between the incident and last weekend.",0.0,1.0
23226,really,"If the Obama administration really wants to move on from the dark Bush era",1.0,0.8
25546,could,"We could move to 9 trillion dollars in debt being unpatriotic",1.0,0.8
21331,could,"In reading all the info I could",0.0,0.8
24465,really,"After 08 spending really shot up with the bank bailout.",0.0,0.6
19550,some,"Some animals show more intellect than some humans.",1.0,0.6
23556,could,"We could call this Operation Sendawayhttp://www.thegatewaypundit.com/2012...ew-breihttp://That's akin to saying that chesswarsnow's post represent the position of USMB.",1.0,0.8
27647,know,"So one answer was a lie...so we know he",0.0,0.6
13862,read,"I read about her in People magazine.",1.0,0.8
10483,someone,"I'd sit my kids down (if I had any) and ask them if they know of someone being bullied and how they feel about it",0.0,0.8
2528,much,"I think he gave and gives the Republicans too much leeway",0.0,0.6
14090,know,"Anyone who tries to say its a Muslim problem is know nothing racist because as we all know Muslims are not considered to be White",0.0,0.7
3388,possible,"It's entirely possible this nutter would still have killed everybody he could find.",0.0,0.6
15832,some,"He is indeed due some thanks and consideration for his early contributions",0.0,0.6
12033,know,"I know that my boyfriend and I have an agreement in place that I would seek an abortion if I ever fell pregnant",1.0,0.6
1005,most,"The argument is about most evil",0.0,0.6
2716,most,"Oil being the most versitile of the lot is the most coveted.",0.0,1.0
10677,some,"Unless of course you are of the legal opinion that a person is NOT responsible for unintended malconsequence resulting from their actions (and in some cases innaction)",0.0,0.6
25239,I mean,"I mean that charge is just so patently false.",1.0,1.0
15337,really,"I really want one of those 4% rates.",0.0,0.8
20030,much,"It is not sure how much he can control the army.",1.0,0.6
3501,could,"I said that it has gone too far and that we now have an immigration welfare industrial complex where not only import people who go on benefits but import people who fill jobs that could be done by Brits who either want job or chose not to work because we give up to 26k in benefits.",0.0,0.6
25545,could,"We could start with Barry declining public financing.",1.0,0.8
26721,believe,"Although I didn't get to vote in the last election in the future I intend to support a party who's manefesto I agree wtih most but I believe to have achievable goals - furthermore I like to imagine what part of their manefesto they will stick to with consideration of what kind of party leader they have.",1.0,0.6
28489,feel,"But for once I feel grateful.",0.0,1.0
14418,feel,"I didn't feel hard done by at all.",1.0,0.6
23418,look like,"Makes Mitt look like a cupcake.",1.0,0.6
28269,really,"Now this is really funny.",0.0,0.8
25404,understand,"I do believe the attack was racially motivated because I am white but I don't understand why.",0.0,0.8
25848,possible,"On the contrary my purpose in responding to this thread has been to point out that there is nothing shameful in having priorities other than making the maximum possible amount money and that simply having money does not mean you are more intelligent or industrious than anyone else.",0.0,1.0
10820,someone,"I didn't realize the CDC was worried about someone passing cancer to someone else sitting on a bus with them.",1.0,1.0
5962,really,"It can be really hard but the best thing to do is be strong but not confrontational.",0.0,1.0
9832,some,"There are plenty of countries that have some form of public option or single payer health care and none of them are bankrupt or in danger of becoming so.",1.0,0.6
26296,know,"To know a person's religion we need not listen to his profession of faith but must find his brand of intolerance.",0.0,0.8
27183,possible,"Even without the possible issue of being homeless because of her",0.0,0.6
13629,might,"Jim Beam might want to lower their company flag to half mast.",0.0,1.0
13153,might,"Rasmussen is out this morning with a poll of how various prospective Republican candidates might fare against Obama.",1.0,1.0
5187,someone,"Of course taxes come out of someones pocket",1.0,0.6
13638,someone,"3 million dollars to fuicking kill someone",0.0,0.6
12270,know,"The idea here is that some new aged rich person you you (assumably) can't identify with knows better for you and thinks that they are better than you.",0.0,0.8
3190,know,"A guy who we already caught lying when he said Condi Rice didn't know what Al Qaeda was when she talked about it during several interviews in 1999 and 2000.",0.0,0.8
1767,find,"The only part that ACORN had was to actively find customers (a lot of them) for those sub-prime mortgages.",0.0,1.0
29296,some,"Asked on BBC Radio 4's Today programme whether Mr Blair's departure date was now further away than some people thought when they came to Manchester",0.0,0.6
6647,know,"I don't know what a 94 year old body or brain feels like",0.0,0.6
24410,somewhere,"Perhaps because we are supposed to be the ones who have found a place for religion somewhere below the mystic.",1.0,1.0
19864,some,"It may be worth printing off some info to show how healthy asnd nutritious the packed lunch was.",1.0,0.6
17361,know,"Because I know it won't.",1.0,0.8
25491,a little,"Ummmmm....it seems they areCracked that door a little bit and social conservatives came running throughContraception is about responsible parenthood.",1.0,1.0
21093,some,"It's almost funny the way that some Rs just assume that if there were term limits",1.0,0.6
12813,possible,"The batteries need a shelter outside the house due to possible fumes and possible explosion.",0.0,0.6
12072,know,"I can't but I know some people who are.",0.0,1.0
